,Statement Description,topics,label,0,1,2,3,4,5,6,7,8,
509,"this knowledge unit describes the characteristics of  connectors, their materials, and standards that define  the characteristics of the connectors. different  materials have different characteristics and signal  transmission capability. even non-technical security  people need to understand that optical fiber is  different than twisted pair and that each has  different standards and specific standard connectors. ",standards defining connector characteristics,4,0,0,0,0,1,0,0,0,0,
510,"this knowledge unit describes the characteristics of  connectors, their materials, and standards that define  the characteristics of the connectors. different  materials have different characteristics and signal  transmission capability. even non-technical security  people need to understand that optical fiber is  different than twisted pair and that each has  different standards and specific standard connectors. ",signal transmission capability of different materials,4,0,0,0,0,1,0,0,0,0,
511,"this knowledge unit describes the characteristics of  connectors, their materials, and standards that define  the characteristics of the connectors. different  materials have different characteristics and signal  transmission capability. even non-technical security  people need to understand that optical fiber is  different than twisted pair and that each has  different standards and specific standard connectors. ",optical fiber vs twisted pair,4,0,0,0,0,1,0,0,0,0,
512,"this knowledge unit describes the characteristics of  connectors, their materials, and standards that define  the characteristics of the connectors. different  materials have different characteristics and signal  transmission capability. even non-technical security  people need to understand that optical fiber is  different than twisted pair and that each has  different standards and specific standard connectors. ",specific standard connectors for different types,4,0,0,0,0,1,0,0,0,0,
513,this topic introduces the connection characteristics  of various media and the requirements for physical  connections. ,connection characteristics of various media,4,0,0,0,0,1,0,0,0,0,
514,this topic introduces the connection characteristics  of various media and the requirements for physical  connections. ,requirements for physical connections,4,0,0,0,0,1,0,0,0,0,
515,this topic examines various standards for  connectors. ,types of connectors,4,0,0,0,0,1,0,0,0,0,
516,this topic examines various standards for  connectors. ,connector specifications,4,0,0,0,0,1,0,0,0,0,
517,this topic examines various standards for  connectors. ,industry standards for connectors,4,0,0,0,0,1,0,0,0,0,
518,this topic examines various standards for  connectors. ,materials used in connector manufacturing,4,0,0,0,0,1,0,0,0,0,
519,this topic examines various standards for  connectors. ,durability and environmental standards for connectors,4,0,0,0,0,1,0,0,0,0,
520,"rj 11, rj 45, st, sc, mtrj, sff isa buss, etc. ",rj 11,4,0,0,0,0,1,0,0,0,0,
521,"rj 11, rj 45, st, sc, mtrj, sff isa buss, etc. ",rj 45,4,0,0,0,0,1,0,0,0,0,
522,"rj 11, rj 45, st, sc, mtrj, sff isa buss, etc. ",st,4,0,0,0,0,1,0,0,0,0,
523,"rj 11, rj 45, st, sc, mtrj, sff isa buss, etc. ",sc,4,0,0,0,0,1,0,0,0,0,
524,"rj 11, rj 45, st, sc, mtrj, sff isa buss, etc. ",mtrj,4,0,0,0,0,1,0,0,0,0,
525,"rj 11, rj 45, st, sc, mtrj, sff isa buss, etc. ",sff isa buss,4,0,0,0,0,1,0,0,0,0,
526,this knowledge unit introduces the advantages and  potential vulnerabilities of standard hardware  architectures. ,advantages of standard hardware architectures,4,0,0,0,0,1,0,0,0,0,
527,this knowledge unit introduces the advantages and  potential vulnerabilities of standard hardware  architectures. ,potential vulnerabilities of standard hardware architectures,4,0,0,0,0,1,0,0,0,0,
528,this topic should introduce the idea of standard  architectures and the advantages of standardization.  the history of pc motherboards could be used as an  example showing the evolution from isa through  pci and beyond. the ability for cards to add  functionality without changing the base architecture  is important. adding multiport ethernet ports in a  card allows a pc to become a router. ,introduction to standard architectures,4,0,0,0,0,1,0,0,0,0,
529,this topic should introduce the idea of standard  architectures and the advantages of standardization.  the history of pc motherboards could be used as an  example showing the evolution from isa through  pci and beyond. the ability for cards to add  functionality without changing the base architecture  is important. adding multiport ethernet ports in a  card allows a pc to become a router. ,advantages of standardization,4,0,0,0,0,1,0,0,0,0,
530,this topic should introduce the idea of standard  architectures and the advantages of standardization.  the history of pc motherboards could be used as an  example showing the evolution from isa through  pci and beyond. the ability for cards to add  functionality without changing the base architecture  is important. adding multiport ethernet ports in a  card allows a pc to become a router. ,evolution of pc motherboards (isa to pci),4,0,0,0,0,1,0,0,0,0,
531,this topic should introduce the idea of standard  architectures and the advantages of standardization.  the history of pc motherboards could be used as an  example showing the evolution from isa through  pci and beyond. the ability for cards to add  functionality without changing the base architecture  is important. adding multiport ethernet ports in a  card allows a pc to become a router. ,flexibility in adding functionality via cards,4,0,0,0,0,1,0,0,0,0,
532,this topic should introduce the idea of standard  architectures and the advantages of standardization.  the history of pc motherboards could be used as an  example showing the evolution from isa through  pci and beyond. the ability for cards to add  functionality without changing the base architecture  is important. adding multiport ethernet ports in a  card allows a pc to become a router. ,example multiport ethernet and router capability,4,0,0,0,0,1,0,0,0,0,
533,"this topic introduces various hardware interface  standards starting with ic package design, through  busses such as isa and pci for integration  platforms and on to networking standards like  ieee 802.3 ",ic package design,4,0,0,0,0,1,0,0,0,0,
534,"this topic introduces various hardware interface  standards starting with ic package design, through  busses such as isa and pci for integration  platforms and on to networking standards like  ieee 802.3 ","busses (isa, pci)",4,0,0,0,0,1,0,0,0,0,
535,"this topic introduces various hardware interface  standards starting with ic package design, through  busses such as isa and pci for integration  platforms and on to networking standards like  ieee 802.3 ",networking standards (ieee 802.3),4,0,0,0,0,1,0,0,0,0,
536,"this topic should examine the current technologies  learners will face (cpu chips, pc motherboard,  ethernet standards) ",cpu chips,4,0,0,0,0,1,0,0,0,0,
537,"this topic should examine the current technologies  learners will face (cpu chips, pc motherboard,  ethernet standards) ",pc motherboard,4,0,0,0,0,1,0,0,0,0,
538,"this topic should examine the current technologies  learners will face (cpu chips, pc motherboard,  ethernet standards) ",ethernet standards,4,0,0,0,0,1,0,0,0,0,
539,"this knowledge unit introduces the general concepts  of distributed systems and how they are connected  together. the internet is not the only network and  tcp/ip is not the only protocol for system interconnection. each implementation has specific  characteristics and different potential  vulnerabilities. the focus of the curriculum should  be on similarities, differences, and why design  choices are made. each architecture has advantages  and disadvantages for particular use cases and each  has particular vulnerabilities and strengths from a  security perspective. one cannot assume that a  mitigation strategy for the internet will be  appropriate for a supercomputer infrastructure.  ",general concepts of distributed systems,4,0,0,0,0,1,0,0,0,0,
540,"this knowledge unit introduces the general concepts  of distributed systems and how they are connected  together. the internet is not the only network and  tcp/ip is not the only protocol for system interconnection. each implementation has specific  characteristics and different potential  vulnerabilities. the focus of the curriculum should  be on similarities, differences, and why design  choices are made. each architecture has advantages  and disadvantages for particular use cases and each  has particular vulnerabilities and strengths from a  security perspective. one cannot assume that a  mitigation strategy for the internet will be  appropriate for a supercomputer infrastructure.  ",networks other than the internet,4,0,0,0,0,1,0,0,0,0,
541,"this knowledge unit introduces the general concepts  of distributed systems and how they are connected  together. the internet is not the only network and  tcp/ip is not the only protocol for system interconnection. each implementation has specific  characteristics and different potential  vulnerabilities. the focus of the curriculum should  be on similarities, differences, and why design  choices are made. each architecture has advantages  and disadvantages for particular use cases and each  has particular vulnerabilities and strengths from a  security perspective. one cannot assume that a  mitigation strategy for the internet will be  appropriate for a supercomputer infrastructure.  ",protocols other than tcp ip,4,0,0,0,0,1,0,0,0,0,
542,"this knowledge unit introduces the general concepts  of distributed systems and how they are connected  together. the internet is not the only network and  tcp/ip is not the only protocol for system interconnection. each implementation has specific  characteristics and different potential  vulnerabilities. the focus of the curriculum should  be on similarities, differences, and why design  choices are made. each architecture has advantages  and disadvantages for particular use cases and each  has particular vulnerabilities and strengths from a  security perspective. one cannot assume that a  mitigation strategy for the internet will be  appropriate for a supercomputer infrastructure.  ",specific characteristics of implementations,4,0,0,0,0,1,0,0,0,0,
543,"this knowledge unit introduces the general concepts  of distributed systems and how they are connected  together. the internet is not the only network and  tcp/ip is not the only protocol for system interconnection. each implementation has specific  characteristics and different potential  vulnerabilities. the focus of the curriculum should  be on similarities, differences, and why design  choices are made. each architecture has advantages  and disadvantages for particular use cases and each  has particular vulnerabilities and strengths from a  security perspective. one cannot assume that a  mitigation strategy for the internet will be  appropriate for a supercomputer infrastructure.  ",potential vulnerabilities of different systems,4,0,0,0,0,1,0,0,0,0,
544,"this knowledge unit introduces the general concepts  of distributed systems and how they are connected  together. the internet is not the only network and  tcp/ip is not the only protocol for system interconnection. each implementation has specific  characteristics and different potential  vulnerabilities. the focus of the curriculum should  be on similarities, differences, and why design  choices are made. each architecture has advantages  and disadvantages for particular use cases and each  has particular vulnerabilities and strengths from a  security perspective. one cannot assume that a  mitigation strategy for the internet will be  appropriate for a supercomputer infrastructure.  ",similarities and differences between architectures,4,0,0,0,0,1,0,0,0,0,
545,"this knowledge unit introduces the general concepts  of distributed systems and how they are connected  together. the internet is not the only network and  tcp/ip is not the only protocol for system interconnection. each implementation has specific  characteristics and different potential  vulnerabilities. the focus of the curriculum should  be on similarities, differences, and why design  choices are made. each architecture has advantages  and disadvantages for particular use cases and each  has particular vulnerabilities and strengths from a  security perspective. one cannot assume that a  mitigation strategy for the internet will be  appropriate for a supercomputer infrastructure.  ",reasons behind design choices,4,0,0,0,0,1,0,0,0,0,
546,"this knowledge unit introduces the general concepts  of distributed systems and how they are connected  together. the internet is not the only network and  tcp/ip is not the only protocol for system interconnection. each implementation has specific  characteristics and different potential  vulnerabilities. the focus of the curriculum should  be on similarities, differences, and why design  choices are made. each architecture has advantages  and disadvantages for particular use cases and each  has particular vulnerabilities and strengths from a  security perspective. one cannot assume that a  mitigation strategy for the internet will be  appropriate for a supercomputer infrastructure.  ",advantages and disadvantages for specific use cases,4,0,0,0,0,1,0,0,0,0,
547,"this knowledge unit introduces the general concepts  of distributed systems and how they are connected  together. the internet is not the only network and  tcp/ip is not the only protocol for system interconnection. each implementation has specific  characteristics and different potential  vulnerabilities. the focus of the curriculum should  be on similarities, differences, and why design  choices are made. each architecture has advantages  and disadvantages for particular use cases and each  has particular vulnerabilities and strengths from a  security perspective. one cannot assume that a  mitigation strategy for the internet will be  appropriate for a supercomputer infrastructure.  ",security perspectives of various architectures,4,0,0,0,0,1,0,0,0,0,
548,"this knowledge unit introduces the general concepts  of distributed systems and how they are connected  together. the internet is not the only network and  tcp/ip is not the only protocol for system interconnection. each implementation has specific  characteristics and different potential  vulnerabilities. the focus of the curriculum should  be on similarities, differences, and why design  choices are made. each architecture has advantages  and disadvantages for particular use cases and each  has particular vulnerabilities and strengths from a  security perspective. one cannot assume that a  mitigation strategy for the internet will be  appropriate for a supercomputer infrastructure.  ",mitigation strategies for different infrastructures,4,0,0,0,0,1,0,0,0,0,
549,"this topic should start with the idea of a process in  and operating system and then introduce the various  architectures for running processes and enabling  their communication. symmetric multiprocessing  and shared memory, network based with an  interprocess communication model. ",process in operating system,4,0,0,0,0,1,0,0,0,0,
550,"this topic should start with the idea of a process in  and operating system and then introduce the various  architectures for running processes and enabling  their communication. symmetric multiprocessing  and shared memory, network based with an  interprocess communication model. ",architectures for running processes,4,0,0,0,0,1,0,0,0,0,
551,"this topic should start with the idea of a process in  and operating system and then introduce the various  architectures for running processes and enabling  their communication. symmetric multiprocessing  and shared memory, network based with an  interprocess communication model. ",enabling communication between processes,4,0,0,0,0,1,0,0,0,0,
552,"this topic should start with the idea of a process in  and operating system and then introduce the various  architectures for running processes and enabling  their communication. symmetric multiprocessing  and shared memory, network based with an  interprocess communication model. ",symmetric multiprocessing,4,0,0,0,0,1,0,0,0,0,
553,"this topic should start with the idea of a process in  and operating system and then introduce the various  architectures for running processes and enabling  their communication. symmetric multiprocessing  and shared memory, network based with an  interprocess communication model. ",shared memory architecture,4,0,0,0,0,1,0,0,0,0,
554,"this topic should start with the idea of a process in  and operating system and then introduce the various  architectures for running processes and enabling  their communication. symmetric multiprocessing  and shared memory, network based with an  interprocess communication model. ",network based architecture,4,0,0,0,0,1,0,0,0,0,
555,"this topic should start with the idea of a process in  and operating system and then introduce the various  architectures for running processes and enabling  their communication. symmetric multiprocessing  and shared memory, network based with an  interprocess communication model. ",interprocess communication model,4,0,0,0,0,1,0,0,0,0,
556,this topic covers the http/https protocol and  demonstrates how it is an example of a distributed  processing standard. ,http https protocol,4,0,0,0,0,1,0,0,0,0,
557,this topic covers the http/https protocol and  demonstrates how it is an example of a distributed  processing standard. ,distributed processing standard,4,0,0,0,0,1,0,0,0,0,
558,this topic covers the evolution of the internet as a  distributed processing platform. learners should be  clear as to why the world-wide-web and the internet  are not equivalent. ,evolution of the internet,4,0,0,0,0,1,0,0,0,0,
559,this topic covers the evolution of the internet as a  distributed processing platform. learners should be  clear as to why the world-wide-web and the internet  are not equivalent. ,distributed processing platform,4,0,0,0,0,1,0,0,0,0,
560,this topic covers the evolution of the internet as a  distributed processing platform. learners should be  clear as to why the world-wide-web and the internet  are not equivalent. ,world wide web vs internet equivalence,4,0,0,0,0,1,0,0,0,0,
561,this topic covers the 7 layer osi model along with  the 5 layer internet model and compares them as an  example of encapsulation and layering to enable  services that build on each other ,osi model layers,4,0,0,0,0,1,0,0,0,0,
562,this topic covers the 7 layer osi model along with  the 5 layer internet model and compares them as an  example of encapsulation and layering to enable  services that build on each other ,internet model layers,4,0,0,0,0,1,0,0,0,0,
563,this topic covers the 7 layer osi model along with  the 5 layer internet model and compares them as an  example of encapsulation and layering to enable  services that build on each other ,comparison between osi and internet models,4,0,0,0,0,1,0,0,0,0,
564,this topic covers the 7 layer osi model along with  the 5 layer internet model and compares them as an  example of encapsulation and layering to enable  services that build on each other ,encapsulation process,4,0,0,0,0,1,0,0,0,0,
565,this topic covers the 7 layer osi model along with  the 5 layer internet model and compares them as an  example of encapsulation and layering to enable  services that build on each other ,layering concept,4,0,0,0,0,1,0,0,0,0,
566,this topic covers the 7 layer osi model along with  the 5 layer internet model and compares them as an  example of encapsulation and layering to enable  services that build on each other ,services provided by each layer,4,0,0,0,0,1,0,0,0,0,
567,this topic introduces hpc and use cases that  distinguish hpc from the standard internet. ,introduction to high performance computing (hpc),4,0,0,0,0,1,0,0,0,0,
568,this topic introduces hpc and use cases that  distinguish hpc from the standard internet. ,distinguishing hpc from standard internet,4,0,0,0,0,1,0,0,0,0,
569,this topic introduces hpc and use cases that  distinguish hpc from the standard internet. ,use cases of hpc,4,0,0,0,0,1,0,0,0,0,
570,"this topic introduces the concepts of providing  infrastructure as a service (iaas), software as a  service (saas), platform as a service (paas), and all  of their relatives relevant to the learners should be  covered ",infrastructure as a service (iaas),4,0,0,0,0,1,0,0,0,0,
571,"this topic introduces the concepts of providing  infrastructure as a service (iaas), software as a  service (saas), platform as a service (paas), and all  of their relatives relevant to the learners should be  covered ",software as a service (saas),4,0,0,0,0,1,0,0,0,0,
572,"this topic introduces the concepts of providing  infrastructure as a service (iaas), software as a  service (saas), platform as a service (paas), and all  of their relatives relevant to the learners should be  covered ",platform as a service (paas),4,0,0,0,0,1,0,0,0,0,
573,"this topic introduces the concepts of providing  infrastructure as a service (iaas), software as a  service (saas), platform as a service (paas), and all  of their relatives relevant to the learners should be  covered ",hypervisors in cloud computing,4,0,0,0,0,1,0,0,0,0,
574,"this topic introduces the concepts of providing  infrastructure as a service (iaas), software as a  service (saas), platform as a service (paas), and all  of their relatives relevant to the learners should be  covered ","relatives of iaas, saas, paas relevant to learners",4,0,0,0,0,1,0,0,0,0,
575,"this topic examines the attack surfaces of the  various distributed computing models emphasizing  the fact that every interface introduces potential  vulnerabilities. the hypervisor, virtual networking,  physical network, and interprocess communication  should all be covered. ",attack surfaces of distributed computing models,4,0,0,0,0,1,0,0,0,0,
576,"this topic examines the attack surfaces of the  various distributed computing models emphasizing  the fact that every interface introduces potential  vulnerabilities. the hypervisor, virtual networking,  physical network, and interprocess communication  should all be covered. ",hypervisor vulnerabilities,4,0,0,0,0,1,0,0,0,0,
577,"this topic examines the attack surfaces of the  various distributed computing models emphasizing  the fact that every interface introduces potential  vulnerabilities. the hypervisor, virtual networking,  physical network, and interprocess communication  should all be covered. ",virtual networking vulnerabilities,4,0,0,0,0,1,0,0,0,0,
578,"this topic examines the attack surfaces of the  various distributed computing models emphasizing  the fact that every interface introduces potential  vulnerabilities. the hypervisor, virtual networking,  physical network, and interprocess communication  should all be covered. ",physical network vulnerabilities,4,0,0,0,0,1,0,0,0,0,
579,"this topic examines the attack surfaces of the  various distributed computing models emphasizing  the fact that every interface introduces potential  vulnerabilities. the hypervisor, virtual networking,  physical network, and interprocess communication  should all be covered. ",interprocess communication vulnerabilities,4,0,0,0,0,1,0,0,0,0,
580,this knowledge unit introduces the concepts  typically covered in a computer networking course.  it provides the foundation for the more specialized  kus. ,concepts covered in computer networking courses,4,0,0,0,0,1,0,0,0,0,
581,this knowledge unit introduces the concepts  typically covered in a computer networking course.  it provides the foundation for the more specialized  kus. ,foundation for specialized knowledge units,4,0,0,0,0,1,0,0,0,0,
582,this topic should cover the ideas of nodes and  edges with the names of the various topologies and  the transmission characteristics of the topologies. ,nodes,4,0,0,0,0,1,0,0,0,0,
583,this topic should cover the ideas of nodes and  edges with the names of the various topologies and  the transmission characteristics of the topologies. ,edges,4,0,0,0,0,1,0,0,0,0,
584,this topic should cover the ideas of nodes and  edges with the names of the various topologies and  the transmission characteristics of the topologies. ,"topologies (e.g., bus, ring, star, mesh)",4,0,0,0,0,1,0,0,0,0,
585,this topic should cover the ideas of nodes and  edges with the names of the various topologies and  the transmission characteristics of the topologies. ,"transmission characteristics (e.g., bandwidth, latency)",4,0,0,0,0,1,0,0,0,0,
586,"this topic covers the ieee 802 network architecture and how the various networks are named based on  the physical characteristics (lans, mans, etc.). ",ieee 802 network architecture,4,0,0,0,0,1,0,0,0,0,
587,"this topic covers the ieee 802 network architecture and how the various networks are named based on  the physical characteristics (lans, mans, etc.). ",lans (local area networks),4,0,0,0,0,1,0,0,0,0,
588,"this topic covers the ieee 802 network architecture and how the various networks are named based on  the physical characteristics (lans, mans, etc.). ",mans (metropolitan area networks),4,0,0,0,0,1,0,0,0,0,
589,"this topic covers packet forwarding in general.  since similar switching silicone is now used in  routers and switches, and sdn treats forwarding  separate from building the forwarding table, this is  its own topic. ",packet forwarding in routers,4,0,0,0,0,1,0,0,0,0,
590,"this topic covers packet forwarding in general.  since similar switching silicone is now used in  routers and switches, and sdn treats forwarding  separate from building the forwarding table, this is  its own topic. ",packet forwarding in switches,4,0,0,0,0,1,0,0,0,0,
591,"this topic covers packet forwarding in general.  since similar switching silicone is now used in  routers and switches, and sdn treats forwarding  separate from building the forwarding table, this is  its own topic. ",similarity in switching silicon for routers and switches,4,0,0,0,0,1,0,0,0,0,
592,"this topic covers packet forwarding in general.  since similar switching silicone is now used in  routers and switches, and sdn treats forwarding  separate from building the forwarding table, this is  its own topic. ",sdn and separation of forwarding from table building,4,0,0,0,0,1,0,0,0,0,
593,this topic covers routing algorithms and explains  how forwarding tables are built using graph analysis  algorithms such as link-state and distance vector. ,routing algorithms,4,0,0,0,0,1,0,0,0,0,
594,this topic covers routing algorithms and explains  how forwarding tables are built using graph analysis  algorithms such as link-state and distance vector. ,forwarding tables,4,0,0,0,0,1,0,0,0,0,
595,this topic covers routing algorithms and explains  how forwarding tables are built using graph analysis  algorithms such as link-state and distance vector. ,graph analysis algorithms,4,0,0,0,0,1,0,0,0,0,
596,this topic covers routing algorithms and explains  how forwarding tables are built using graph analysis  algorithms such as link-state and distance vector. ,link state algorithm,4,0,0,0,0,1,0,0,0,0,
597,this topic covers routing algorithms and explains  how forwarding tables are built using graph analysis  algorithms such as link-state and distance vector. ,distance vector algorithm,4,0,0,0,0,1,0,0,0,0,
598,this topic covers learning algorithms and ieee  802.1 bridging along with spanning tree protocol  and its relationship to routing. it is not currently  clear how this topic will evolve with stp being  replaced through the emergence of trill and stp. ,learning algorithms,4,0,0,0,0,1,0,0,0,0,
599,this topic covers learning algorithms and ieee  802.1 bridging along with spanning tree protocol  and its relationship to routing. it is not currently  clear how this topic will evolve with stp being  replaced through the emergence of trill and stp. ,ieee 802.1 bridging,4,0,0,0,0,1,0,0,0,0,
600,this topic covers learning algorithms and ieee  802.1 bridging along with spanning tree protocol  and its relationship to routing. it is not currently  clear how this topic will evolve with stp being  replaced through the emergence of trill and stp. ,spanning tree protocol (stp),4,0,0,0,0,1,0,0,0,0,
601,this topic covers learning algorithms and ieee  802.1 bridging along with spanning tree protocol  and its relationship to routing. it is not currently  clear how this topic will evolve with stp being  replaced through the emergence of trill and stp. ,routing,4,0,0,0,0,1,0,0,0,0,
602,this topic covers learning algorithms and ieee  802.1 bridging along with spanning tree protocol  and its relationship to routing. it is not currently  clear how this topic will evolve with stp being  replaced through the emergence of trill and stp. ,trill,4,0,0,0,0,1,0,0,0,0,
603,this topic covers emerging technologies and their  impact as they emerge. currently the impact of  sdn and adding routing to layer 2 with enhanced  learning bridges would be the content. this is  evolving rapidly. ,sdn,4,0,0,0,0,1,0,0,0,0,
604,this topic covers emerging technologies and their  impact as they emerge. currently the impact of  sdn and adding routing to layer 2 with enhanced  learning bridges would be the content. this is  evolving rapidly. ,adding routing to layer 2,4,0,0,0,0,1,0,0,0,0,
605,this topic covers emerging technologies and their  impact as they emerge. currently the impact of  sdn and adding routing to layer 2 with enhanced  learning bridges would be the content. this is  evolving rapidly. ,enhanced learning bridges,4,0,0,0,0,1,0,0,0,0,
606,virtualization has provided ways to design  architecture using either native virtualization  (type 1) or virtualization under the control of a host  operating system (type 2). ,native virtualization (type 1),"4,5 ",0,0,0,0,1,1,0,0,0,
607,virtualization has provided ways to design  architecture using either native virtualization  (type 1) or virtualization under the control of a host  operating system (type 2). ,hosted virtualization (type 2),"4,5 ",0,0,0,0,1,1,0,0,0,
608,"this knowledge unit explores specific technologies  that implement the general concepts of networking.  network architecture concepts may be illustrated by  specific implementations but it should be made  clear that there are other possibilities. it should be  emphasized that vulnerabilities are exploited in  implementations. often an architecture can be  proven correct theoretically, but implemented in a  way that has vulnerabilities. also seams between  technologies often open vulnerabilities. arp  poisoning is a perfect example of how a seam  between technologies opens vulnerabilities. ",technologies in networking,4,0,0,0,0,1,0,0,0,0,
609,"this knowledge unit explores specific technologies  that implement the general concepts of networking.  network architecture concepts may be illustrated by  specific implementations but it should be made  clear that there are other possibilities. it should be  emphasized that vulnerabilities are exploited in  implementations. often an architecture can be  proven correct theoretically, but implemented in a  way that has vulnerabilities. also seams between  technologies often open vulnerabilities. arp  poisoning is a perfect example of how a seam  between technologies opens vulnerabilities. ",network architecture concepts,4,0,0,0,0,1,0,0,0,0,
610,"this knowledge unit explores specific technologies  that implement the general concepts of networking.  network architecture concepts may be illustrated by  specific implementations but it should be made  clear that there are other possibilities. it should be  emphasized that vulnerabilities are exploited in  implementations. often an architecture can be  proven correct theoretically, but implemented in a  way that has vulnerabilities. also seams between  technologies often open vulnerabilities. arp  poisoning is a perfect example of how a seam  between technologies opens vulnerabilities. ",specific implementation examples,4,0,0,0,0,1,0,0,0,0,
611,"this knowledge unit explores specific technologies  that implement the general concepts of networking.  network architecture concepts may be illustrated by  specific implementations but it should be made  clear that there are other possibilities. it should be  emphasized that vulnerabilities are exploited in  implementations. often an architecture can be  proven correct theoretically, but implemented in a  way that has vulnerabilities. also seams between  technologies often open vulnerabilities. arp  poisoning is a perfect example of how a seam  between technologies opens vulnerabilities. ",vulnerabilities in implementations,4,0,0,0,0,1,0,0,0,0,
612,"this knowledge unit explores specific technologies  that implement the general concepts of networking.  network architecture concepts may be illustrated by  specific implementations but it should be made  clear that there are other possibilities. it should be  emphasized that vulnerabilities are exploited in  implementations. often an architecture can be  proven correct theoretically, but implemented in a  way that has vulnerabilities. also seams between  technologies often open vulnerabilities. arp  poisoning is a perfect example of how a seam  between technologies opens vulnerabilities. ",correctness vs. practical security,4,0,0,0,0,1,0,0,0,0,
613,"this knowledge unit explores specific technologies  that implement the general concepts of networking.  network architecture concepts may be illustrated by  specific implementations but it should be made  clear that there are other possibilities. it should be  emphasized that vulnerabilities are exploited in  implementations. often an architecture can be  proven correct theoretically, but implemented in a  way that has vulnerabilities. also seams between  technologies often open vulnerabilities. arp  poisoning is a perfect example of how a seam  between technologies opens vulnerabilities. ",vulnerabilities at technology seams,4,0,0,0,0,1,0,0,0,0,
614,"this knowledge unit explores specific technologies  that implement the general concepts of networking.  network architecture concepts may be illustrated by  specific implementations but it should be made  clear that there are other possibilities. it should be  emphasized that vulnerabilities are exploited in  implementations. often an architecture can be  proven correct theoretically, but implemented in a  way that has vulnerabilities. also seams between  technologies often open vulnerabilities. arp  poisoning is a perfect example of how a seam  between technologies opens vulnerabilities. ",arp poisoning as a vulnerability example,4,0,0,0,0,1,0,0,0,0,
615,this topic is a deep dive into the iso standards. it is  expected that this topic will be introduced other  places. ,iso standards,4,0,0,0,0,1,0,0,0,0,
616,this topic is a deep dive into the iso standards. it is  expected that this topic will be introduced other  places. ,introduction to ieee 802 iso networks,4,0,0,0,0,1,0,0,0,0,
617,this is a deep dive into the basic infrastructure of  the internet and tcp. ,basic infrastructure of the internet,4,0,0,0,0,1,0,0,0,0,
618,this is a deep dive into the basic infrastructure of  the internet and tcp. ,tcp protocol fundamentals,4,0,0,0,0,1,0,0,0,0,
619,"this topic looks at the problem of integrating  technologies through the implementation of what  could be called interface shims or glue code. arp is  the obvious example. a mechanism was required to  map the ip addresses of the ietf internetworking  model to the mac addresses of the underlying  networks. arp is the glue. similarly, infiniband  needs a shim to carry ip traffic. other examples abound.  ",interface shims,4,0,0,0,0,1,0,0,0,0,
620,"this topic looks at the problem of integrating  technologies through the implementation of what  could be called interface shims or glue code. arp is  the obvious example. a mechanism was required to  map the ip addresses of the ietf internetworking  model to the mac addresses of the underlying  networks. arp is the glue. similarly, infiniband  needs a shim to carry ip traffic. other examples abound.  ",glue code,4,0,0,0,0,1,0,0,0,0,
621,"this topic looks at the problem of integrating  technologies through the implementation of what  could be called interface shims or glue code. arp is  the obvious example. a mechanism was required to  map the ip addresses of the ietf internetworking  model to the mac addresses of the underlying  networks. arp is the glue. similarly, infiniband  needs a shim to carry ip traffic. other examples abound.  ",arp protocol,4,0,0,0,0,1,0,0,0,0,
622,"this topic looks at the problem of integrating  technologies through the implementation of what  could be called interface shims or glue code. arp is  the obvious example. a mechanism was required to  map the ip addresses of the ietf internetworking  model to the mac addresses of the underlying  networks. arp is the glue. similarly, infiniband  needs a shim to carry ip traffic. other examples abound.  ",ip addresses,4,0,0,0,0,1,0,0,0,0,
623,"this topic looks at the problem of integrating  technologies through the implementation of what  could be called interface shims or glue code. arp is  the obvious example. a mechanism was required to  map the ip addresses of the ietf internetworking  model to the mac addresses of the underlying  networks. arp is the glue. similarly, infiniband  needs a shim to carry ip traffic. other examples abound.  ",ietf internetworking model,4,0,0,0,0,1,0,0,0,0,
624,"this topic looks at the problem of integrating  technologies through the implementation of what  could be called interface shims or glue code. arp is  the obvious example. a mechanism was required to  map the ip addresses of the ietf internetworking  model to the mac addresses of the underlying  networks. arp is the glue. similarly, infiniband  needs a shim to carry ip traffic. other examples abound.  ",mac addresses,4,0,0,0,0,1,0,0,0,0,
625,"this topic looks at the problem of integrating  technologies through the implementation of what  could be called interface shims or glue code. arp is  the obvious example. a mechanism was required to  map the ip addresses of the ietf internetworking  model to the mac addresses of the underlying  networks. arp is the glue. similarly, infiniband  needs a shim to carry ip traffic. other examples abound.  ",underlying networks,4,0,0,0,0,1,0,0,0,0,
626,"this topic looks at the problem of integrating  technologies through the implementation of what  could be called interface shims or glue code. arp is  the obvious example. a mechanism was required to  map the ip addresses of the ietf internetworking  model to the mac addresses of the underlying  networks. arp is the glue. similarly, infiniband  needs a shim to carry ip traffic. other examples abound.  ",infiniband,4,0,0,0,0,1,0,0,0,0,
627,"this topic looks at the problem of integrating  technologies through the implementation of what  could be called interface shims or glue code. arp is  the obvious example. a mechanism was required to  map the ip addresses of the ietf internetworking  model to the mac addresses of the underlying  networks. arp is the glue. similarly, infiniband  needs a shim to carry ip traffic. other examples abound.  ",ip traffic,4,0,0,0,0,1,0,0,0,0,
628,"this topic should provide examples from the  technologies important to the program. if arp is  chosen as an example, arp poisoning as a mitm  attach works well. usb and other serial connections  could also provide examples. ",arp poisoning as a mitm attack,4,0,0,0,0,1,0,0,0,0,
